Unnamed: 0,Age,Sex,Job,Housing,Credit amount,Duration,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others,Saving accounts_moderate,Saving accounts_quite rich,Saving accounts_rich,Saving accounts_unknown,Checking account_moderate,Checking account_rich,Checking account_unknown,Risk_good
919,39,1,3,2,3345,24,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
920,28,0,2,1,1817,18,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
921,37,1,3,1,12749,48,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True
922,22,0,2,2,1366,9,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
923,30,1,2,2,2002,12,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
924,55,1,2,1,6872,24,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
925,46,1,2,1,697,12,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
926,21,0,2,2,1049,18,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
927,39,1,2,0,10297,48,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
928,58,1,2,1,1867,30,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True
929,43,1,1,1,1344,12,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
930,24,1,1,1,1747,24,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
931,22,0,2,1,1670,9,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
932,30,1,2,1,1224,9,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
933,42,1,2,1,522,12,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True
934,23,0,2,1,1498,12,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
935,30,1,3,1,1919,30,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
936,28,0,1,1,745,9,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
937,30,1,3,2,2063,6,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
938,42,1,2,0,6288,60,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
939,46,1,3,1,6842,24,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True
940,45,1,3,1,3527,12,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True
941,31,1,1,1,1546,10,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
942,31,1,2,1,929,24,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
943,42,1,1,1,1455,4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
944,46,0,2,2,1845,15,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
945,30,0,2,1,8358,48,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
946,30,1,2,0,3349,24,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
947,38,1,3,1,2859,12,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True
948,43,1,1,1,1533,18,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
949,31,1,2,1,3621,24,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
950,40,1,0,1,3590,18,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
951,24,1,2,1,2145,36,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
952,28,0,2,2,4113,24,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
953,26,0,3,1,10974,36,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
954,29,0,2,1,1893,12,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
955,57,0,3,2,1231,24,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
956,49,1,1,1,3656,30,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True
957,37,1,1,1,1154,9,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
958,45,1,1,1,4006,28,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
959,30,1,2,0,3069,24,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
960,30,1,2,2,1740,6,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
961,47,1,2,1,2353,21,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
962,29,1,2,1,3556,15,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True
963,35,1,2,1,2397,24,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
964,22,1,1,1,454,6,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
965,26,0,2,1,1715,30,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
966,23,1,1,1,2520,27,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
967,54,0,3,2,3568,15,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
968,29,1,2,2,7166,42,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True
969,40,1,1,1,3939,11,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
970,22,1,2,1,1514,15,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
971,43,1,1,1,7393,24,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
972,29,0,0,2,1193,24,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
973,36,1,2,2,7297,60,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
974,33,0,2,1,2831,30,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
975,57,0,1,1,1258,24,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
976,64,0,2,1,753,6,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
977,42,1,2,1,2427,18,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True
978,47,1,1,1,2538,24,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
979,25,1,2,2,1264,15,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
980,49,1,2,1,8386,30,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
981,33,1,3,2,4844,48,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
982,28,0,3,1,2923,21,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
983,26,1,2,1,8229,36,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
984,30,1,1,1,2028,24,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
985,25,0,2,2,1433,15,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
986,33,1,2,1,6289,42,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
987,64,0,2,1,1409,13,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True
988,29,1,3,0,6579,24,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
989,48,1,1,1,1743,24,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
990,37,1,1,1,3565,12,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True
991,34,1,1,1,1569,15,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True
992,23,1,1,2,1936,18,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
993,30,1,3,1,3959,36,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
994,50,1,2,1,2390,12,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True
995,31,0,1,1,1736,12,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
996,40,1,3,1,3857,30,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
997,38,1,2,1,804,12,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
998,23,1,2,0,1845,45,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
999,27,1,2,1,4576,45,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
